Candidate ID Number,Position Title,Department,Furthest Recruiting Stage Reached,Date of Application,Application Source,Highest Degree,Years of Experience,Candidate Type
82665,Associate Software Developer,Engineering,New Application,3/21/17,Advertisement,Bachelors,0,Campus
82704,Business Operations Manager,Operations,Offer Sent,9/28/18,Agency,Masters,7,Experienced
83066,Associate Software Developer,Engineering,New Application,9/26/18,Career Fair,Bachelors,0,Campus
83468,Associate Software Developer,Engineering,New Application,3/8/16,Advertisement,Bachelors,0,Campus
83871,Associate Software Developer,Engineering,New Application,12/1/16,Campus Job Board,Bachelors,0,Campus
84275,Associate Software Developer,Engineering,New Application,1/10/16,Advertisement,Bachelors,0,Campus
84680,Associate Software Developer,Engineering,New Application,9/5/17,Career Fair,Bachelors,0,Campus
85086,Associate Software Developer,Engineering,New Application,8/21/18,Career Fair,Bachelors,0,Campus
85493,Associate Software Developer,Engineering,New Application,1/19/17,Campus Job Board,Bachelors,0,Campus
85901,Associate Software Developer,Engineering,New Application,10/2/16,Advertisement,Bachelors,0,Campus
86310,Associate Software Developer,Engineering,New Application,1/18/16,Campus Job Board,Bachelors,0,Campus
86720,Associate Software Developer,Engineering,New Application,9/22/18,Career Fair,Bachelors,0,Campus
87131,Associate Software Developer,Engineering,New Application,11/11/17,Career Fair,Bachelors,0,Campus
87543,Associate Software Developer,Engineering,New Application,10/28/17,Campus Job Board,Bachelors,0,Campus
87956,Associate Software Developer,Engineering,New Application,3/16/17,Advertisement,Bachelors,0,Campus
88370,Associate Software Developer,Engineering,New Application,1/20/17,Campus Job Board,Bachelors,0,Campus
88631,Sr. Business Analyst,IT,Offer Sent,5/19/16,Agency,Bachelors,8,Experienced
88785,Associate Software Developer,Engineering,New Application,12/7/16,Career Fair,Bachelors,0,Campus
89201,Associate Software Developer,Engineering,New Application,11/1/17,Career Fair,Bachelors,0,Campus
89618,Associate Software Developer,Engineering,New Application,12/22/17,Advertisement,Bachelors,0,Campus
90036,Associate Software Developer,Engineering,New Application,3/2/16,Advertisement,Bachelors,0,Campus
90455,Associate Software Developer,Engineering,New Application,9/30/18,Career Fair,Bachelors,0,Campus
90875,Associate Software Developer,Engineering,New Application,9/23/16,Career Fair,Bachelors,0,Campus
91296,Associate Software Developer,Engineering,New Application,9/4/18,Career Fair,Bachelors,0,Campus
91718,Associate Software Developer,Engineering,New Application,8/2/18,Career Fair,Bachelors,0,Campus
92141,Associate Software Developer,Engineering,New Application,1/1/17,Career Fair,Bachelors,0,Campus
92565,Associate Software Developer,Engineering,New Application,10/20/18,Career Fair,Bachelors,0,Campus
92990,Associate Software Developer,Engineering,New Application,9/10/18,Career Fair,Bachelors,0,Campus
93416,Associate Software Developer,Engineering,New Application,10/29/17,Career Fair,Bachelors,0,Campus
93843,Associate Software Developer,Engineering,New Application,11/12/16,Campus Job Board,Bachelors,0,Campus
94271,Associate Software Developer,Engineering,New Application,9/22/18,Campus Event,Bachelors,0,Campus
94700,Associate Software Developer,Engineering,New Application,10/25/16,Website,Bachelors,0,Campus
95130,Associate Software Developer,Engineering,New Application,10/17/18,Career Fair,Bachelors,0,Campus
95146,Associate Product Manager,Product,Offer Sent,10/17/16,Website,PhD,0,Campus
95561,Associate Software Developer,Engineering,New Application,2/18/16,Campus Job Board,Bachelors,0,Campus
95993,Associate Software Developer,Engineering,New Application,8/15/18,Career Fair,Bachelors,0,Campus
96426,Associate Software Developer,Engineering,New Application,9/19/18,Career Fair,Bachelors,0,Campus
96860,Associate Software Developer,Engineering,New Application,10/11/16,Career Fair,Bachelors,0,Campus
97295,Associate Software Developer,Engineering,New Application,1/6/16,Advertisement,Bachelors,0,Campus
97731,Associate Software Developer,Engineering,New Application,9/3/18,Career Fair,Bachelors,0,Campus
98168,Associate Software Developer,Engineering,New Application,9/7/16,Campus Job Board,Bachelors,0,Campus
98318,Account Executive,Sales,Offer Sent,1/14/17,Agency,Phd,5,Experienced
98606,Associate Software Developer,Engineering,New Application,8/2/18,Career Fair,Bachelors,0,Campus
99045,Associate Software Developer,Engineering,New Application,2/12/16,Career Fair,Bachelors,0,Campus
99485,Associate Software Developer,Engineering,New Application,2/28/17,Advertisement,Bachelors,0,Campus
99926,Associate Software Developer,Engineering,New Application,12/26/16,Career Fair,Bachelors,0,Campus
100368,Associate Software Developer,Engineering,New Application,10/9/18,Career Fair,Bachelors,0,Campus
100811,Associate Software Developer,Engineering,New Application,9/17/18,Career Fair,Bachelors,0,Campus
101255,Associate Software Developer,Engineering,New Application,12/14/17,Campus Job Board,Bachelors,0,Campus
101700,Associate Software Developer,Engineering,New Application,12/18/17,Campus Job Board,Bachelors,0,Campus
102146,Associate Software Developer,Engineering,New Application,1/7/16,Campus Job Board,Bachelors,0,Campus
102593,Associate Software Developer,Engineering,New Application,10/26/18,Career Fair,Bachelors,2,Campus
102957,Finance Manager,Finance,New Application,5/18/18,Website,Bachelors,4,Experienced
102959,Associate Software Developer,Engineering,New Application,9/14/16,Website,Bachelors,0,Campus
102962,Associate Relationship Manager,Sales,New Application,11/20/16,Website,Bachelors,0,Campus
102966,Associate Product Manager,Product,New Application,11/24/16,Campus Job Board,Bachelors,0,Campus
102971,Associate Software Developer,Engineering,New Application,12/4/18,Campus Job Board,Masters,1,Campus
102977,Associate Product Manager,Product,In-House Interview,12/19/18,Website,Bachelors,0,Campus
102984,Associate Software Developer,Engineering,In-House Interview,11/16/16,Campus Event,Bachelors,0,Campus
102992,Associate Relationship Manager,Sales,New Application,11/7/18,Campus Event,Bachelors,0,Campus
103001,Associate Software Developer,Engineering,New Application,8/19/18,Career Fair,Bachelors,0,Campus
103011,Associate Product Manager,Product,New Application,10/22/18,Website,Bachelors,0,Campus
103022,Finance Manager,Finance,New Application,3/6/18,Agency,Bachelors,4,Experienced
103034,Associate Software Developer,Engineering,In-House Interview,9/30/17,Campus Job Board,PhD,5,Campus
103041,Associate Software Developer,Engineering,New Application,12/5/17,Advertisement,Bachelors,0,Campus
103047,Associate Software Developer,Engineering,In-House Interview,9/2/16,Campus Job Board,PhD,5,Campus
103061,Associate Relationship Manager,Sales,New Application,9/26/17,Campus Job Board,Bachelors,0,Campus
103076,Associate Software Developer,Engineering,New Application,9/11/16,Campus Job Board,Masters,0,Campus
103092,Associate Software Developer,Engineering,New Application,11/1/16,Career Fair,Bachelors,0,Campus
103109,Business Operations Manager,Operations,New Application,10/1/17,Website,Masters,5,Experienced
103127,Associate Relationship Manager,Sales,New Application,1/1/18,Campus Job Board,Bachelors,0,Campus
103146,Sr. Customer Service Operations Associate,Operations,In-House Interview,1/28/18,Outsourced,Bachelors,11,Experienced
103166,Account Executive,Sales,New Application,7/29/18,Advertisement,Bachelors,4,Experienced
103187,Associate Relationship Manager,Sales,New Application,12/25/17,Career Fair,Bachelors,0,Campus
103209,Associate Product Manager,Product,In-House Interview,8/12/16,Campus Job Board,Masters,0,Campus
103232,Associate Software Developer,Engineering,New Application,10/28/16,Career Fair,Bachelors,0,Campus
103256,Associate Software Developer,Engineering,New Application,1/30/18,Campus Job Board,Masters,0,Campus
103281,Associate Product Manager,Product,New Application,2/20/18,Campus Job Board,Bachelors,0,Campus
103307,Associate Software Developer,Engineering,New Application,11/4/17,Campus Job Board,Bachelors,0,Campus
103334,Associate Relationship Manager,Sales,New Application,9/30/18,Website,Masters,0,Campus
103362,Associate Software Developer,Engineering,In-House Interview,9/2/17,Campus Event,PhD,2,Campus
103391,Associate Product Manager,Product,New Application,10/31/18,Campus Event,Bachelors,0,Campus
103421,Associate Relationship Manager,Sales,New Application,1/8/18,Campus Job Board,Bachelors,0,Campus
103452,Associate Product Manager,Product,New Application,12/27/17,Campus Job Board,Masters,0,Campus
103484,Associate Relationship Manager,Sales,New Application,1/9/18,Advertisement,Bachelors,0,Campus
103490,Associate Software Developer,Engineering,New Application,9/16/18,Career Fair,Bachelors,0,Campus
103517,Associate Software Developer,Engineering,New Application,10/21/17,Career Fair,Masters,0,Campus
103551,Associate Product Manager,Product,New Application,1/29/16,Campus Job Board,Bachelors,0,Campus
103586,Associate Software Developer,Engineering,In-House Interview,8/6/18,Campus Event,PhD,0,Campus
103622,Associate Product Manager,Product,New Application,11/18/16,Website,Bachelors,0,Campus
103659,Finance Manager,Finance,New Application,3/3/16,Agency,PhD,7,Experienced
103697,Associate Relationship Manager,Sales,New Application,8/10/18,Campus Job Board,Masters,0,Campus
103736,Associate Software Developer,Engineering,New Application,1/3/17,Career Fair,Bachelors,0,Campus
103776,Sr. Customer Service Operations Associate,Operations,New Application,11/4/16,Outsourced,Bachelors,14,Experienced
103817,Associate Software Developer,Engineering,In-House Interview,11/18/17,Career Fair,PhD,2,Campus
103859,Business Operations Manager,Operations,New Application,9/22/17,Internal Referral,Bachelors,7,Experienced
103902,Associate Relationship Manager,Sales,New Application,10/14/16,Campus Job Board,Bachelors,0,Campus
103940,Associate Software Developer,Engineering,New Application,8/12/18,Career Fair,Bachelors,0,Campus
103946,Associate Software Developer,Engineering,New Application,10/30/18,Career Fair,Masters,0,Campus
103991,Associate Relationship Manager,Sales,New Application,12/10/16,Website,Masters,1,Campus
104037,Associate Software Developer,Engineering,New Application,9/13/16,Campus Job Board,Bachelors,0,Campus
104084,Associate Software Developer,Engineering,New Application,9/23/18,Campus Job Board,Masters,3,Campus
104132,Associate Relationship Manager,Sales,New Application,12/26/16,Campus Job Board,Bachelors,0,Campus
104181,Associate Software Developer,Engineering,In-House Interview,10/22/17,Career Fair,PhD,1,Campus
104231,Associate Software Developer,Engineering,In-House Interview,12/18/16,Campus Job Board,PhD,3,Campus
104282,Associate Software Developer,Engineering,New Application,9/28/17,Campus Job Board,Bachelors,0,Campus
104334,Sr. Product Manager,Product,New Application,4/21/17,Agency,Masters,7,Experienced
104387,Associate Relationship Manager,Sales,New Application,8/23/18,Website,Bachelors,0,Campus
104391,Associate Software Developer,Engineering,New Application,1/16/16,Campus Job Board,Bachelors,0,Campus
104441,UX Designer,Product,New Application,1/30/18,Website,Bachelors,8,Experienced
104496,Associate Product Manager,Product,In-House Interview,9/11/16,Campus Event,Bachelors,0,Campus
104552,Associate Relationship Manager,Sales,New Application,8/30/18,Career Fair,Masters,3,Campus
104609,Associate Product Manager,Product,In-House Interview,12/13/16,Campus Job Board,Bachelors,0,Campus
104667,Associate Software Developer,Engineering,New Application,1/6/16,Campus Event,PhD,0,Campus
104726,Associate Relationship Manager,Sales,New Application,10/29/17,Campus Job Board,Bachelors,0,Campus
104786,Sr. Customer Service Operations Associate,Operations,In-House Interview,2/3/18,Outsourced,Masters,10,Experienced
104843,Associate Software Developer,Engineering,New Application,11/4/17,Career Fair,Bachelors,0,Campus
104847,Associate Relationship Manager,Sales,New Application,1/17/16,Campus Job Board,Masters,3,Campus
104909,Finance Manager,Finance,New Application,7/24/16,Website,Masters,4,Experienced
104972,Associate Relationship Manager,Sales,In-House Interview,10/4/18,Campus Job Board,Bachelors,0,Campus
105036,Finance Manager,Finance,New Application,6/25/16,Website,Masters,6,Experienced
105101,Associate Relationship Manager,Sales,In-House Interview,11/26/18,Campus Job Board,Masters,0,Campus
105167,Associate Relationship Manager,Sales,New Application,2/10/16,Campus Job Board,Masters,1,Campus
105234,Associate Product Manager,Product,New Application,10/30/17,Campus Job Board,PhD,2,Campus
105296,Associate Software Developer,Engineering,New Application,3/12/16,Campus Job Board,Bachelors,0,Campus
105302,Sr. Customer Service Operations Associate,Operations,New Application,12/18/16,Outsourced,Bachelors,14,Experienced
105371,Sr. Customer Service Operations Associate,Operations,New Application,1/30/17,Outsourced,Masters,11,Experienced
105441,Associate Software Developer,Engineering,New Application,1/3/18,Campus Job Board,PhD,2,Campus
105512,Associate Software Developer,Engineering,New Application,2/5/18,Campus Job Board,Masters,3,Campus
105584,Associate Product Manager,Product,New Application,10/23/18,Campus Event,Bachelors,0,Campus
105657,Associate Software Developer,Engineering,New Application,9/12/16,Campus Job Board,PhD,2,Campus
105731,UX Designer,Product,New Application,8/28/18,Career Fair,Bachelors,6,Experienced
105750,Associate Software Developer,Engineering,New Application,2/19/16,Advertisement,Bachelors,0,Campus
105806,Associate Product Manager,Product,New Application,12/5/17,Campus Event,Masters,3,Campus
105882,Associate Relationship Manager,Sales,New Application,8/8/18,Campus Job Board,Masters,0,Campus
105959,Sr. Customer Service Operations Associate,Operations,New Application,8/17/16,Outsourced,Bachelors,10,Experienced
106037,Sr. Customer Service Operations Associate,Operations,New Application,5/21/18,Outsourced,Masters,8,Experienced
106116,Finance Manager,Finance,In-House Interview,4/15/17,Internal Referral,Bachelors,7,Experienced
106196,Finance Manager,Finance,New Application,1/27/16,Website,Bachelors,7,Experienced
106205,Associate Software Developer,Engineering,New Application,10/10/16,Advertisement,Bachelors,0,Campus
106277,Associate Relationship Manager,Sales,New Application,1/3/17,Website,Masters,3,Campus
106359,Associate Software Developer,Engineering,New Application,3/12/16,Advertisement,PhD,3,Campus
106442,Associate Software Developer,Engineering,New Application,10/6/17,Career Fair,Bachelors,0,Campus
106526,Associate Product Manager,Product,New Application,11/8/18,Campus Job Board,Bachelors,0,Campus
106611,Finance Manager,Finance,New Application,5/3/18,Website,Bachelors,5,Experienced
106661,Associate Software Developer,Engineering,New Application,10/31/17,Career Fair,Bachelors,0,Campus
106697,Associate Relationship Manager,Sales,New Application,10/27/18,Campus Event,Masters,1,Campus
106784,Associate Software Developer,Engineering,New Application,3/4/17,Campus Job Board,Bachelors,0,Campus
106872,Associate Software Developer,Engineering,New Application,12/24/16,Campus Job Board,Masters,0,Campus
106961,Associate Relationship Manager,Sales,New Application,10/1/17,Campus Job Board,Masters,3,Campus
107051,Associate Software Developer,Engineering,In-House Interview,11/16/18,Campus Job Board,Bachelors,0,Campus
107118,Associate Software Developer,Engineering,New Application,11/10/17,Career Fair,Bachelors,0,Campus
107142,Associate Software Developer,Engineering,In-House Interview,2/18/16,Advertisement,PhD,2,Campus
107234,Associate Software Developer,Engineering,New Application,10/4/18,Campus Job Board,Masters,1,Campus
107327,Associate Software Developer,Engineering,New Application,10/21/18,Campus Job Board,Masters,3,Campus
107421,Associate Relationship Manager,Sales,New Application,3/27/17,Campus Job Board,Masters,0,Campus
107516,Associate Software Developer,Engineering,New Application,8/1/18,Career Fair,Bachelors,0,Campus
107576,Associate Software Developer,Engineering,New Application,1/20/18,Website,Bachelors,0,Campus
107612,Associate Product Manager,Product,In-House Interview,9/13/16,Website,PhD,0,Campus
107709,Associate Software Developer,Engineering,New Application,12/22/16,Career Fair,Bachelors,0,Campus
107807,Associate Software Developer,Engineering,New Application,11/8/16,Campus Event,PhD,1,Campus
107906,Associate Relationship Manager,Sales,In-House Interview,9/14/18,Career Fair,Masters,0,Campus
108006,Finance Manager,Finance,New Application,1/8/16,Agency,Masters,7,Experienced
108035,Associate Software Developer,Engineering,New Application,1/23/16,Advertisement,Bachelors,0,Campus
108107,IT Analyst,IT,New Application,8/1/17,Campus Job Board,PhD,1,Campus
108209,Account Executive,Sales,New Application,10/6/17,Website,Bachelors,7,Experienced
108312,Associate Software Developer,Engineering,New Application,10/6/17,Campus Job Board,Bachelors,0,Campus
108416,Associate Relationship Manager,Sales,In-House Interview,8/21/16,Advertisement,Masters,0,Campus
108495,Associate Software Developer,Engineering,New Application,10/1/16,Career Fair,Bachelors,0,Campus
108521,Sr. Product Manager,Product,In-House Interview,3/13/17,Internal Referral,Bachelors,6,Experienced
108627,Associate Software Developer,Engineering,New Application,9/23/17,Campus Job Board,PhD,2,Campus
108734,Associate Software Developer,Engineering,New Application,8/15/18,Career Fair,Bachelors,0,Campus
108842,Associate Software Developer,Engineering,New Application,3/30/17,Campus Job Board,Bachelors,0,Campus
108951,Associate Software Developer,Engineering,In-House Interview,12/2/18,Campus Job Board,PhD,0,Campus
108956,Associate Software Developer,Engineering,New Application,9/4/18,Career Fair,Bachelors,0,Campus
109061,Associate Software Developer,Engineering,New Application,11/19/16,Campus Job Board,Masters,3,Campus
109172,Associate Software Developer,Engineering,New Application,2/5/18,Campus Job Board,Masters,0,Campus
109284,Sr. Customer Service Operations Associate,Operations,New Application,7/24/18,Outsourced,Bachelors,8,Experienced
109397,Associate Software Developer,Engineering,In-House Interview,9/9/17,Campus Event,PhD,2,Campus
109418,Associate Software Developer,Engineering,New Application,12/26/17,Advertisement,Bachelors,0,Campus
109511,Associate Relationship Manager,Sales,New Application,10/24/17,Campus Job Board,Bachelors,0,Campus
109626,Sr. Software Engineer,Engineering,New Application,2/7/18,Agency,Bachelors,15,Experienced
109742,Sr. Customer Service Operations Associate,Operations,New Application,9/16/17,Outsourced,Bachelors,15,Experienced
109859,Associate Product Manager,Product,In-House Interview,9/23/16,Campus Job Board,PhD,3,Campus
109881,Associate Software Developer,Engineering,New Application,10/30/18,Career Fair,Bachelors,0,Campus
109977,Associate Relationship Manager,Sales,New Application,11/26/17,Website,Bachelors,0,Campus
110096,Associate Relationship Manager,Sales,New Application,11/15/18,Campus Job Board,Masters,1,Campus
110216,Associate Relationship Manager,Sales,New Application,9/21/18,Campus Job Board,Bachelors,0,Campus
110337,Associate Software Developer,Engineering,New Application,10/4/18,Career Fair,Bachelors,0,Campus
110345,Associate Software Developer,Engineering,New Application,11/1/17,Campus Job Board,Bachelors,0,Campus
110459,Associate Product Manager,Product,New Application,3/9/17,Website,Bachelors,0,Campus
110582,Finance Manager,Finance,New Application,4/25/16,Agency,Bachelors,4,Experienced
110706,Associate Relationship Manager,Sales,New Application,1/23/18,Campus Job Board,Masters,0,Campus
110810,Associate Software Developer,Engineering,New Application,10/15/17,Campus Job Board,Bachelors,0,Campus
110831,Finance Manager,Finance,New Application,11/12/18,Website,Bachelors,4,Experienced
110957,Finance Manager,Finance,New Application,5/29/17,Website,Bachelors,6,Experienced
111084,Associate Relationship Manager,Sales,New Application,2/10/17,Campus Job Board,Bachelors,0,Campus
111212,Associate Product Manager,Product,New Application,10/24/18,Campus Job Board,Masters,3,Campus
111276,Associate Software Developer,Engineering,New Application,12/1/16,Career Fair,Bachelors,0,Campus
111341,Associate Software Developer,Engineering,New Application,10/12/18,Campus Event,PhD,0,Campus
111471,Associate Software Developer,Engineering,New Application,1/8/16,Campus Job Board,PhD,0,Campus
111602,Associate Software Developer,Engineering,In-House Interview,8/6/18,Campus Event,PhD,5,Campus
111734,Associate Relationship Manager,Sales,New Application,11/16/18,Advertisement,Masters,0,Campus
111743,Associate Software Developer,Engineering,New Application,11/24/18,Campus Job Board,Bachelors,0,Campus
111867,Business Operations Manager,Operations,New Application,10/24/17,Agency,Masters,6,Experienced
112001,Associate Software Developer,Engineering,In-House Interview,11/1/17,Campus Event,PhD,1,Campus
112136,Associate Software Developer,Engineering,New Application,11/21/18,Campus Job Board,Masters,0,Campus
112211,Associate Software Developer,Engineering,New Application,12/13/17,Campus Job Board,Bachelors,0,Campus
112272,Associate Relationship Manager,Sales,New Application,11/9/18,Campus Event,Bachelors,0,Campus
112409,Associate Software Developer,Engineering,New Application,1/16/18,Campus Job Board,Masters,3,Campus
112547,Sr. Business Analyst,IT,New Application,5/23/16,Advertisement,Masters,14,Experienced
112680,Associate Software Developer,Engineering,New Application,1/3/17,Advertisement,Bachelors,0,Campus
112686,Associate Software Developer,Engineering,New Application,10/4/16,Career Fair,PhD,1,Campus
112826,IT Analyst,IT,New Application,8/12/17,Career Fair,PhD,1,Campus
112967,Associate Relationship Manager,Sales,In-House Interview,1/19/18,Campus Job Board,Bachelors,0,Campus
113109,Associate Product Manager,Product,In-House Interview,8/9/18,Career Fair,PhD,0,Campus
113150,Associate Software Developer,Engineering,New Application,11/10/18,Campus Job Board,Bachelors,0,Campus
113252,Business Operations Manager,Operations,New Application,4/21/18,Website,Bachelors,6,Experienced
113396,Associate Relationship Manager,Sales,New Application,9/24/16,Campus Job Board,Bachelors,0,Campus
113541,Associate Product Manager,Product,New Application,12/2/16,Career Fair,Bachelors,0,Campus
113621,Associate Software Developer,Engineering,New Application,11/1/18,Website,Bachelors,0,Campus
113687,Sr. Business Analyst,IT,In-House Interview,6/11/17,Website,Bachelors,10,Experienced
113834,Associate Software Developer,Engineering,New Application,1/2/17,Advertisement,PhD,1,Campus
113982,Associate Software Developer,Engineering,New Application,10/6/18,Career Fair,Masters,3,Campus
114093,Associate Software Developer,Engineering,New Application,12/29/17,Campus Job Board,Bachelors,0,Campus
114131,Associate Software Developer,Engineering,New Application,8/11/18,Campus Job Board,PhD,0,Campus
114281,Associate Software Developer,Engineering,In-House Interview,2/6/16,Website,PhD,2,Campus
114432,Finance Manager,Finance,New Application,4/13/18,Website,Bachelors,4,Experienced
114566,Associate Software Developer,Engineering,New Application,10/30/17,Campus Job Board,Bachelors,0,Campus
114584,Associate Relationship Manager,Sales,New Application,10/24/18,Campus Event,Bachelors,0,Campus
114737,Associate Relationship Manager,Sales,New Application,8/30/18,Campus Event,Bachelors,0,Campus
114891,Associate Relationship Manager,Sales,New Application,10/22/18,Campus Job Board,Masters,1,Campus
115040,Associate Software Developer,Engineering,New Application,10/18/16,Campus Job Board,Bachelors,0,Campus
115046,Associate Relationship Manager,Sales,New Application,10/22/18,Campus Event,Bachelors,0,Campus
115202,Associate Relationship Manager,Sales,New Application,10/28/18,Advertisement,Bachelors,0,Campus
115359,Associate Relationship Manager,Sales,New Application,11/3/17,Campus Job Board,Masters,0,Campus
115515,Associate Software Developer,Engineering,New Application,8/12/18,Career Fair,Bachelors,0,Campus
115517,Finance Manager,Finance,New Application,4/28/16,Website,PhD,5,Experienced
115676,Associate Relationship Manager,Sales,In-House Interview,11/10/18,Website,Bachelors,0,Campus
115836,Business Operations Manager,Operations,New Application,3/23/16,Advertisement,Masters,7,Experienced
115991,Associate Software Developer,Engineering,New Application,10/3/17,Advertisement,Bachelors,0,Campus
115997,Account Executive,Sales,New Application,11/24/17,Advertisement,Bachelors,5,Experienced
116159,Associate Relationship Manager,Sales,New Application,10/26/18,Campus Job Board,Bachelors,0,Campus
116322,Associate Software Developer,Engineering,In-House Interview,9/29/17,Advertisement,PhD,1,Campus
116468,Associate Software Developer,Engineering,New Application,1/6/18,Campus Job Board,Bachelors,0,Campus
116486,Associate Product Manager,Product,New Application,9/14/18,Campus Job Board,Bachelors,0,Campus
116651,Associate Software Developer,Engineering,New Application,9/8/18,Campus Event,PhD,2,Campus
116817,Associate Relationship Manager,Sales,New Application,12/16/18,Advertisement,Masters,1,Campus
116946,Associate Software Developer,Engineering,New Application,10/19/17,Campus Job Board,Bachelors,0,Campus
116984,Associate Software Developer,Engineering,New Application,2/21/18,Campus Job Board,Masters,1,Campus
117152,Associate Relationship Manager,Sales,New Application,1/2/17,Career Fair,PhD,0,Campus
117321,Associate Software Developer,Engineering,In-House Interview,8/23/18,Career Fair,Bachelors,0,Campus
117425,Associate Software Developer,Engineering,New Application,9/13/17,Career Fair,Bachelors,0,Campus
117491,Business Operations Manager,Operations,New Application,6/2/16,Advertisement,Bachelors,4,Experienced
117662,Associate Software Developer,Engineering,New Application,3/12/18,Advertisement,Masters,0,Campus
117834,Associate Product Manager,Product,New Application,1/17/16,Website,Masters,1,Campus
117905,Associate Software Developer,Engineering,New Application,1/8/17,Advertisement,Bachelors,0,Campus
118007,Associate Relationship Manager,Sales,New Application,10/17/18,Campus Event,Bachelors,0,Campus
118181,Sr. Business Analyst,IT,New Application,9/16/17,Agency,PhD,14,Experienced
118356,Associate Relationship Manager,Sales,New Application,1/9/17,Campus Job Board,Masters,0,Campus
118386,Associate Software Developer,Engineering,New Application,9/3/17,Advertisement,Bachelors,0,Campus
118532,Finance Manager,Finance,New Application,8/5/18,Website,Bachelors,4,Experienced
118709,Associate Relationship Manager,Sales,New Application,3/11/16,Website,Bachelors,0,Campus
118868,Associate Software Developer,Engineering,New Application,9/18/18,Career Fair,Bachelors,0,Campus
118887,Finance Manager,Finance,New Application,9/9/16,Website,Bachelors,5,Experienced
119066,Associate Relationship Manager,Sales,New Application,1/16/17,Website,Bachelors,0,Campus
119246,Associate Software Developer,Engineering,New Application,12/17/17,Campus Job Board,Bachelors,0,Campus
119351,Associate Software Developer,Engineering,New Application,10/23/17,Campus Job Board,Bachelors,0,Campus
119427,Associate Relationship Manager,Sales,In-House Interview,10/6/17,Campus Job Board,Masters,0,Campus
119609,Associate Relationship Manager,Sales,In-House Interview,10/30/18,Campus Job Board,Masters,0,Campus
119792,Associate Relationship Manager,Sales,In-House Interview,12/15/18,Website,Masters,3,Campus
119835,Associate Software Developer,Engineering,New Application,12/26/17,Campus Job Board,Bachelors,0,Campus
119976,Associate Software Developer,Engineering,New Application,12/27/16,Website,PhD,3,Campus
120161,Associate Software Developer,Engineering,New Application,1/10/16,Campus Job Board,Bachelors,0,Campus
120320,Associate Software Developer,Engineering,New Application,9/30/18,Career Fair,Bachelors,0,Campus
120347,Associate Relationship Manager,Sales,In-House Interview,10/3/18,Campus Event,Bachelors,0,Campus
120534,Associate Software Developer,Engineering,New Application,10/10/18,Campus Event,PhD,2,Campus
120722,Associate Product Manager,Product,New Application,11/26/16,Career Fair,Bachelors,0,Campus
120806,Associate Software Developer,Engineering,New Application,8/29/18,Career Fair,Bachelors,0,Campus
120911,Associate Product Manager,Product,In-House Interview,10/11/17,Campus Job Board,PhD,2,Campus
121101,Account Executive,Sales,New Application,8/19/18,Advertisement,Bachelors,5,Experienced
121292,IT Analyst,IT,In-House Interview,10/5/17,Campus Event,PhD,5,Campus
121293,Associate Software Developer,Engineering,New Application,12/14/18,Campus Job Board,Bachelors,0,Campus
121484,Associate Relationship Manager,Sales,New Application,1/19/17,Website,Masters,1,Campus
121677,Sr. Software Engineer,Engineering,New Application,2/13/18,Agency,Bachelors,14,Experienced
121781,Associate Software Developer,Engineering,New Application,9/27/16,Campus Job Board,Bachelors,0,Campus
121871,Associate Software Developer,Engineering,New Application,3/2/18,Campus Job Board,PhD,1,Campus
122066,Sr. Product Manager,Product,New Application,5/24/18,Website,Masters,6,Experienced
122262,Associate Product Manager,Product,New Application,1/31/18,Campus Job Board,Masters,1,Campus
122270,Associate Software Developer,Engineering,New Application,9/11/16,Campus Job Board,Bachelors,0,Campus
122459,Associate Relationship Manager,Sales,New Application,2/6/16,Campus Job Board,Masters,1,Campus
122657,Associate Relationship Manager,Sales,In-House Interview,11/27/18,Advertisement,Masters,3,Campus
122760,Associate Software Developer,Engineering,New Application,10/19/16,Career Fair,Bachelors,0,Campus
122856,Account Executive,Sales,New Application,8/4/17,Agency,Phd,5,Experienced
123056,Associate Relationship Manager,Sales,New Application,2/10/18,Campus Job Board,Masters,0,Campus
123251,Associate Software Developer,Engineering,New Application,3/14/17,Campus Job Board,Bachelors,0,Campus
123257,Associate Relationship Manager,Sales,New Application,9/16/18,Campus Event,Masters,1,Campus
123459,Associate Relationship Manager,Sales,New Application,10/2/17,Campus Job Board,Bachelors,0,Campus
123662,Associate Relationship Manager,Sales,New Application,1/2/17,Campus Job Board,Bachelors,0,Campus
123743,Associate Software Developer,Engineering,New Application,9/9/16,Career Fair,Bachelors,0,Campus
123866,Associate Product Manager,Product,New Application,10/1/18,Campus Job Board,Bachelors,0,Campus
124071,Associate Relationship Manager,Sales,New Application,8/11/18,Campus Job Board,Bachelors,0,Campus
124236,Associate Software Developer,Engineering,New Application,11/5/16,Career Fair,Bachelors,0,Campus
124277,Sr. Product Manager,Product,New Application,2/6/17,Advertisement,Bachelors,3,Experienced
124484,Associate Software Developer,Engineering,New Application,10/6/17,Campus Event,PhD,0,Campus
124692,Finance Manager,Finance,New Application,7/26/17,Website,PhD,5,Experienced
124730,Associate Software Developer,Engineering,New Application,1/17/16,Campus Job Board,Bachelors,0,Campus
124901,Associate Relationship Manager,Sales,New Application,11/1/16,Campus Job Board,Bachelors,0,Campus
125111,Associate Relationship Manager,Sales,In-House Interview,1/9/18,Website,Bachelors,0,Campus
